r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,t_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1c,alpha2c,beta1c,beta2c,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.070504,0.087935,0.139627,0.927044,36.090610,62.953351,80.429044,35.000000,63.000000,44.000000,65.000000,804.000000,0.247378,0.356030,0.161861,0.655025,12968.000000,115049.000000,21067.000000,18622.000000,75360.000000,5143.000000,3208.000000,4617.000000
0.071339,0.089400,0.141640,0.872615,50.697288,88.056272,76.301251,50.000000,80.000000,54.000000,83.000000,884.000000,0.338985,0.136856,0.310059,0.355863,21234.000000,138767.000000,46359.000000,43026.000000,49382.000000,11130.000000,7198.000000,2906.000000
0.068413,0.078450,0.144218,1.051068,68.123044,72.033336,70.769168,41.000000,74.000000,85.000000,83.000000,1241.000000,0.005872,0.080036,0.005582,0.283499,18904.000000,95489.000000,67885.000000,533.000000,27071.000000,17280.000000,111.000000,1513.000000
0.070190,0.090377,0.140689,1.016508,20.415587,53.885256,63.166459,30.000000,54.000000,32.000000,62.000000,1208.000000,0.307204,0.022605,0.376198,0.075719,19199.000000,95564.000000,52377.000000,35951.000000,7236.000000,12867.000000,5898.000000,434.000000
0.069574,0.086014,0.139364,0.938030,32.082573,63.184795,76.756829,37.000000,64.000000,41.000000,66.000000,1039.000000,0.142015,0.111516,0.141526,0.323023,24427.000000,136922.000000,73315.000000,19378.000000,44229.000000,18234.000000,3469.000000,2724.000000
0.070482,0.089986,0.139203,0.981502,30.659830,67.192076,66.937131,39.000000,61.000000,41.000000,73.000000,1153.000000,0.331014,0.027202,0.394864,0.086837,25292.000000,128229.000000,66461.000000,50633.000000,11135.000000,16232.000000,8372.000000,688.000000
0.070417,0.089998,0.140324,1.151148,26.242695,55.419894,75.699695,42.000000,69.000000,43.000000,72.000000,1153.000000,0.285940,0.163094,0.258862,0.403976,15206.000000,101610.000000,34259.000000,26303.000000,41048.000000,8378.000000,4348.000000,2480.000000
0.068138,0.087297,0.141364,1.037375,40.599252,64.259948,76.898068,47.000000,72.000000,54.000000,74.000000,1124.000000,0.092579,0.135177,0.090977,0.391694,23029.000000,134309.000000,69482.000000,12219.000000,52608.000000,17784.000000,2132.000000,3113.000000
0.071319,0.088228,0.140419,1.050028,29.616967,64.305114,82.651235,42.000000,74.000000,43.000000,75.000000,909.000000,0.507180,0.311520,0.333409,0.581605,21241.000000,188666.000000,16034.000000,62903.000000,109729.000000,3851.000000,10773.000000,6617.000000
0.067946,0.091194,0.141170,0.837675,33.204255,75.287209,78.609177,36.000000,66.000000,37.000000,69.000000,835.000000,0.443666,0.141511,0.407510,0.353149,27701.000000,186859.000000,44723.000000,76147.000000,65989.000000,11491.000000,12290.000000,3920.000000
0.066211,0.090497,0.142669,1.013888,34.319845,83.730558,52.553714,40.000000,75.000000,46.000000,92.000000,1097.000000,0.759840,0.019776,0.798509,0.058999,5259.000000,30577.000000,4357.000000,24416.000000,1804.000000,1159.000000,3996.000000,104.000000
0.067884,0.088179,0.133016,1.042091,33.760982,66.371999,66.795407,42.000000,74.000000,47.000000,77.000000,1228.000000,0.483862,0.021114,0.559054,0.059808,23918.000000,120754.000000,46024.000000,67508.000000,7222.000000,11840.000000,11573.000000,505.000000
0.069791,0.090539,0.140349,1.060389,20.075637,57.945350,64.179213,30.000000,61.000000,33.000000,69.000000,1172.000000,0.624050,0.021527,0.680983,0.063612,22902.000000,128341.000000,32779.000000,87398.000000,8164.000000,8117.000000,14292.000000,493.000000
0.066073,0.087317,0.137543,1.065210,27.976275,60.321897,76.046771,36.000000,70.000000,42.000000,72.000000,809.000000,0.106990,0.683017,0.050721,0.884185,3262.000000,39451.000000,2568.000000,2001.000000,34882.000000,685.000000,349.000000,2228.000000
0.070714,0.086996,0.138662,0.992696,51.968731,85.465094,66.982739,43.000000,71.000000,63.000000,92.000000,1238.000000,0.102111,0.028271,0.126143,0.098152,23876.000000,110105.000000,85409.000000,13889.000000,10807.000000,20763.000000,2438.000000,675.000000
0.069364,0.088575,0.139418,0.860081,46.844140,73.052273,82.377349,44.000000,68.000000,50.000000,69.000000,832.000000,0.150185,0.233535,0.123562,0.531160,25615.000000,183058.000000,63206.000000,22619.000000,97233.000000,15786.000000,3847.000000,5982.000000
0.070271,0.088567,0.140322,1.003045,47.529958,69.639773,76.408414,49.000000,74.000000,59.000000,77.000000,1100.000000,0.151890,0.107835,0.156763,0.313339,25400.000000,144677.000000,76664.000000,22680.000000,45333.000000,18803.000000,3858.000000,2739.000000
0.069179,0.086946,0.137608,0.931729,38.942509,81.814694,69.553200,38.000000,68.000000,47.000000,83.000000,1143.000000,0.142830,0.043578,0.171436,0.144075,20997.000000,99559.000000,68147.000000,17068.000000,14344.000000,17083.000000,2999.000000,915.000000
0.070514,0.090553,0.143466,1.126267,56.436257,56.957706,65.038350,37.000000,65.000000,76.000000,72.000000,1424.000000,0.003664,0.030457,0.004963,0.118856,21013.000000,94905.000000,83154.000000,471.000000,11280.000000,20296.000000,77.000000,640.000000
0.068960,0.089595,0.151581,0.880701,31.986132,93.323249,48.741796,37.000000,67.000000,38.000000,88.000000,977.000000,0.757408,0.003224,0.817079,0.012013,24197.000000,134599.000000,23004.000000,109978.000000,1617.000000,5792.000000,18327.000000,78.000000
0.070112,0.093152,0.119895,0.962560,39.131853,89.315587,58.069621,34.000000,69.000000,48.000000,94.000000,1216.000000,0.181238,0.003738,0.258275,0.009095,25679.000000,116105.000000,85062.000000,29987.000000,1056.000000,20929.000000,4654.000000,96.000000
0.070053,0.088067,0.138729,1.065120,42.160160,71.656065,60.668528,32.000000,63.000000,57.000000,84.000000,1400.000000,0.028277,0.012249,0.038671,0.046142,23022.000000,97981.000000,89671.000000,3789.000000,4521.000000,22089.000000,651.000000,282.000000
0.070110,0.087021,0.140677,0.908555,61.151387,87.547298,68.989130,44.000000,76.000000,66.000000,86.000000,1119.000000,0.041257,0.045821,0.049936,0.162189,21475.000000,101129.000000,79677.000000,5050.000000,16402.000000,19605.000000,886.000000,984.000000
0.069705,0.093258,0.141892,1.098400,62.110339,79.441826,59.025069,46.000000,82.000000,80.000000,95.000000,1371.000000,0.037875,0.037580,0.053010,0.139114,6759.000000,31183.000000,25192.000000,1653.000000,4338.000000,6249.000000,256.000000,254.000000
0.069936,0.093386,0.144732,1.136521,51.763046,99.555888,48.842224,48.000000,90.000000,71.000000,121.000000,1506.000000,0.046363,0.002960,0.071394,0.012730,21957.000000,92305.000000,84540.000000,6590.000000,1175.000000,20874.000000,1018.000000,65.000000
0.071393,0.093544,0.139943,1.079840,28.204508,53.974430,82.113112,35.000000,61.000000,42.000000,66.000000,984.000000,0.099361,0.295062,0.080485,0.604546,20189.000000,161857.000000,50980.000000,13027.000000,97850.000000,12226.000000,2006.000000,5957.000000
0.068627,0.090962,0.140143,0.792686,41.990774,86.217924,79.836803,37.000000,72.000000,42.000000,74.000000,774.000000,0.354653,0.181720,0.311865,0.427318,24125.000000,169195.000000,44129.000000,52766.000000,72300.000000,11185.000000,8556.000000,4384.000000
0.068815,0.089809,0.139677,0.931839,41.449517,76.546113,77.933207,45.000000,77.000000,49.000000,78.000000,1021.000000,0.129893,0.120218,0.136933,0.343588,27184.000000,155404.000000,80729.000000,21280.000000,53395.000000,20385.000000,3531.000000,3268.000000
0.070658,0.091096,0.149848,1.178908,30.586446,65.427191,55.424240,46.000000,78.000000,49.000000,85.000000,1504.000000,0.101950,0.008137,0.141671,0.036615,24826.000000,110474.000000,90778.000000,15651.000000,4045.000000,22093.000000,2531.000000,202.000000
0.071118,0.091247,0.137743,0.902681,45.539146,74.718102,75.254044,50.000000,69.000000,51.000000,74.000000,1038.000000,0.089535,0.080133,0.105613,0.239547,25208.000000,132550.000000,86799.000000,13999.000000,31752.000000,20931.000000,2257.000000,2020.000000
0.070705,0.090039,0.139007,1.001273,47.818657,70.706938,75.888926,45.000000,70.000000,59.000000,78.000000,1008.000000,0.069469,0.198507,0.063424,0.482578,11919.000000,79040.000000,35884.000000,5013.000000,38143.000000,8725.000000,828.000000,2366.000000
0.071170,0.084342,0.139443,0.923664,63.928707,70.779046,76.387862,37.000000,70.000000,70.000000,72.000000,1057.000000,0.017808,0.093124,0.018148,0.285670,27909.000000,147954.000000,103003.000000,2685.000000,42266.000000,24813.000000,497.000000,2599.000000
0.070064,0.091523,0.139465,0.920090,49.937377,75.430338,77.376740,36.000000,75.000000,56.000000,76.000000,943.000000,0.073947,0.180309,0.071805,0.456743,16566.000000,106399.000000,50162.000000,7640.000000,48597.000000,12354.000000,1225.000000,2987.000000
0.069459,0.090236,0.140780,0.984002,31.600827,54.888480,77.901103,33.000000,60.000000,42.000000,61.000000,1095.000000,0.069530,0.111068,0.075945,0.333377,31224.000000,173758.000000,102635.000000,13196.000000,57927.000000,25585.000000,2171.000000,3468.000000
0.069355,0.089380,0.139379,0.973645,48.381798,81.153229,78.796775,34.000000,78.000000,58.000000,86.000000,1038.000000,0.183677,0.132536,0.183297,0.359520,27336.000000,163674.000000,74829.000000,30001.000000,58844.000000,18692.000000,5021.000000,3623.000000
0.069501,0.089721,0.184444,0.911724,53.566874,122.906564,27.516073,49.000000,80.000000,59.000000,117.000000,1179.000000,0.171045,0.000137,0.235896,0.001253,29273.000000,127692.000000,97410.000000,30122.000000,160.000000,24262.000000,5007.000000,4.000000
0.070681,0.085859,0.139229,1.076189,28.308766,66.224766,78.794531,42.000000,78.000000,43.000000,79.000000,1093.000000,0.137091,0.182958,0.117069,0.454310,19622.000000,127959.000000,54846.000000,14980.000000,58133.000000,13342.000000,2690.000000,3590.000000
0.070456,0.091261,0.139027,0.760910,48.182103,97.944454,83.724936,37.000000,70.000000,45.000000,80.000000,744.000000,0.140464,0.216840,0.124516,0.499683,32471.000000,227256.000000,85403.000000,28297.000000,113556.000000,20869.000000,4561.000000,7041.000000
0.071579,0.088135,0.143413,0.886073,28.153846,68.641670,71.058919,31.000000,60.000000,35.000000,67.000000,857.000000,0.166885,0.198323,0.136582,0.490333,7634.000000,54363.000000,20282.000000,7425.000000,26656.000000,4846.000000,1274.000000,1514.000000
0.069324,0.088822,0.139802,0.947985,47.814183,80.401109,73.282067,48.000000,79.000000,56.000000,83.000000,1139.000000,0.024359,0.069400,0.029336,0.231691,24755.000000,121455.000000,89752.000000,3563.000000,28140.000000,22434.000000,603.000000,1718.000000
0.070500,0.084177,0.136452,1.020577,66.507347,66.159274,68.082985,37.000000,73.000000,80.000000,75.000000,1263.000000,0.029168,0.048069,0.033610,0.157573,14708.000000,68730.000000,55590.000000,2310.000000,10830.000000,13572.000000,429.000000,707.000000
0.070128,0.091052,0.139309,0.918812,41.258567,70.095397,78.026511,40.000000,63.000000,48.000000,71.000000,1028.000000,0.093144,0.102680,0.104435,0.302230,31564.000000,173927.000000,103197.000000,18164.000000,52566.000000,25383.000000,2940.000000,3241.000000
0.069045,0.088597,0.137797,0.908796,32.727273,59.864720,72.472727,37.000000,56.000000,40.000000,61.000000,1067.000000,0.320085,0.042027,0.370492,0.130130,32860.000000,166994.000000,83393.000000,61870.000000,21731.000000,20961.000000,10518.000000,1381.000000
0.069200,0.091370,0.142338,1.143320,28.414573,65.570059,53.921370,43.000000,74.000000,45.000000,83.000000,1480.000000,0.141069,0.004063,0.201235,0.016063,30765.000000,134097.000000,104958.000000,26985.000000,2154.000000,26300.000000,4340.000000,125.000000
0.067402,0.090052,0.141623,0.962534,55.386516,76.052972,71.987517,41.000000,73.000000,64.000000,80.000000,929.000000,0.097101,0.237995,0.081778,0.562236,6622.000000,47617.000000,16951.000000,3894.000000,26772.000000,4403.000000,643.000000,1576.000000
0.069924,0.087629,0.138877,0.887349,40.428094,75.066920,80.700377,45.000000,70.000000,46.000000,73.000000,956.000000,0.171428,0.127327,0.168327,0.348439,35986.000000,211446.000000,102178.000000,35592.000000,73676.000000,25235.000000,6169.000000,4582.000000
0.071845,0.089593,0.103972,0.922351,40.879324,115.063434,30.566417,35.000000,62.000000,48.000000,115.000000,1059.000000,0.581013,0.000338,0.663997,0.000515,8869.000000,46568.000000,15623.000000,30921.000000,24.000000,3713.000000,5153.000000,3.000000
0.075534,0.090996,0.138912,0.963399,39.872040,77.916484,68.057803,41.000000,77.000000,49.000000,82.000000,965.000000,0.819806,0.067466,0.760166,0.163111,11754.000000,78229.000000,6002.000000,59467.000000,12760.000000,1325.000000,9636.000000,793.000000
0.070080,0.088224,0.140291,1.008413,41.223011,77.162832,71.330233,47.000000,79.000000,53.000000,85.000000,1232.000000,0.081400,0.045088,0.099656,0.156383,29742.000000,141838.000000,105522.000000,14135.000000,22181.000000,25980.000000,2421.000000,1341.000000
0.069594,0.090566,0.127434,0.983103,19.473941,69.459065,58.944431,25.000000,47.000000,30.000000,76.000000,1308.000000,0.055176,0.004770,0.080766,0.014597,29977.000000,125301.000000,113352.000000,10120.000000,1829.000000,28180.000000,1654.000000,143.000000
0.069709,0.087403,0.138952,0.821803,37.232261,70.680843,76.304556,31.000000,55.000000,40.000000,64.000000,724.000000,0.580899,0.293207,0.389508,0.551236,8523.000000,73005.000000,4326.000000,28436.000000,40243.000000,1073.000000,4951.000000,2499.000000
0.070495,0.087363,0.140200,0.922104,29.763571,55.766988,78.762728,35.000000,57.000000,38.000000,58.000000,1023.000000,0.156254,0.099122,0.160618,0.293140,38175.000000,213127.000000,116419.000000,34232.000000,62476.000000,28426.000000,5965.000000,3784.000000
0.070154,0.089632,0.141242,0.785080,38.519703,93.546667,74.283881,33.000000,72.000000,39.000000,79.000000,919.000000,0.223422,0.047193,0.262863,0.155870,45282.000000,231128.000000,134347.000000,60755.000000,36026.000000,33028.000000,10117.000000,2137.000000
0.070679,0.089710,0.138937,1.068654,30.962052,72.341760,75.294851,41.000000,73.000000,45.000000,85.000000,1262.000000,0.154219,0.052364,0.184337,0.167524,41441.000000,208531.000000,135157.000000,38440.000000,34934.000000,32880.000000,6391.000000,2170.000000
0.070043,0.090456,0.138524,1.000916,58.880828,80.700441,71.761013,45.000000,86.000000,70.000000,88.000000,1190.000000,0.048342,0.069519,0.059200,0.222639,18700.000000,93227.000000,66952.000000,5519.000000,20756.000000,16496.000000,904.000000,1300.000000
0.067013,0.095716,0.143147,1.093285,37.115459,59.785418,72.081339,42.000000,68.000000,52.000000,73.000000,832.000000,0.129423,0.566514,0.073389,0.829498,3052.000000,36504.000000,3545.000000,2679.000000,30280.000000,928.000000,395.000000,1729.000000
0.068267,0.100541,0.141301,0.773236,120.673704,97.677515,88.167891,43.000000,80.000000,101.000000,81.000000,577.000000,0.004296,0.668449,0.002548,0.895685,22811.000000,287332.000000,29241.000000,732.000000,257359.000000,7465.000000,98.000000,15248.000000
0.070159,0.090827,0.137898,0.989357,47.613917,75.630350,68.520163,42.000000,68.000000,58.000000,82.000000,1215.000000,0.114310,0.036157,0.148664,0.120552,22264.000000,105291.000000,76945.000000,15653.000000,12693.000000,18914.000000,2545.000000,805.000000
0.068803,0.090763,0.142570,1.061982,20.056313,42.892586,75.061223,29.000000,52.000000,33.000000,53.000000,1026.000000,0.263411,0.196087,0.226216,0.474600,13086.000000,93601.000000,28004.000000,21174.000000,44423.000000,7073.000000,3447.000000,2566.000000
0.069635,0.089498,0.135008,1.021056,34.857318,73.881383,62.370322,40.000000,69.000000,47.000000,83.000000,1202.000000,0.415252,0.019545,0.492163,0.057561,15605.000000,78856.000000,35507.000000,38810.000000,4539.000000,8820.000000,6480.000000,305.000000
0.069805,0.092334,0.142406,0.893444,39.536628,90.353777,64.036086,38.000000,75.000000,45.000000,87.000000,1132.000000,0.129324,0.012594,0.182037,0.048259,42003.000000,189148.000000,145588.000000,34432.000000,9128.000000,36042.000000,5432.000000,529.000000
