r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,tau1_hat,tau2_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1,alpha2,beta1,beta2,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.070574,0.097656,0.152027,1.103447,44.135004,65.016067,63.514329,16.345133,42.000000,57.000000,60.000000,79.000000,1450.000000,0.045463,0.001104,0.075339,0.005429,10866.000000,46231.000000,42497.000000,3483.000000,251.000000,10360.000000,494.000000,12.000000
0.069508,0.089576,0.138092,0.964505,64.522797,91.254613,72.925179,47.694059,59.000000,74.000000,73.000000,95.000000,1275.000000,0.014366,0.015161,0.020406,0.056826,47820.000000,201949.000000,186352.000000,4121.000000,11476.000000,46408.000000,687.000000,725.000000
0.067151,0.091117,0.142178,1.129495,35.948731,50.514409,69.927760,47.042092,40.000000,61.000000,53.000000,65.000000,924.000000,0.302013,0.414559,0.185447,0.706790,1937.000000,19515.000000,2103.000000,3619.000000,13793.000000,549.000000,585.000000,803.000000
0.070072,0.089856,0.142385,0.844242,48.095837,81.813869,108.474744,48.344128,49.000000,66.000000,50.000000,75.000000,867.000000,0.843608,0.048136,0.800295,0.130567,20276.000000,128930.000000,8914.000000,103182.000000,16834.000000,2195.000000,17105.000000,976.000000
0.070069,0.086916,0.134749,1.016717,60.294373,65.362057,61.242999,58.260126,52.000000,73.000000,73.000000,74.000000,1253.000000,0.004757,0.059572,0.005747,0.187311,43091.000000,202898.000000,163727.000000,1166.000000,38005.000000,40319.000000,205.000000,2567.000000
0.070507,0.089136,0.139746,0.810725,65.255913,86.587416,73.842669,56.399076,56.000000,74.000000,62.000000,76.000000,861.000000,0.041208,0.151133,0.040658,0.410321,17521.000000,105588.000000,57970.000000,4293.000000,43325.000000,14151.000000,722.000000,2648.000000
0.066579,0.109861,0.141106,1.075519,97.822719,60.787307,21.826583,48.538606,54.000000,70.000000,115.000000,73.000000,808.000000,0.007676,0.658060,0.005572,0.892328,1433.000000,17767.000000,1814.000000,99.000000,15854.000000,479.000000,11.000000,943.000000
0.070518,0.086408,0.143200,0.940574,63.912839,113.156174,67.112787,45.219435,67.000000,93.000000,71.000000,113.000000,1133.000000,0.027843,0.054759,0.032153,0.196895,11852.000000,57787.000000,44551.000000,1858.000000,11378.000000,10873.000000,330.000000,649.000000
0.070004,0.091585,0.144489,1.092998,46.720838,68.102095,70.517296,43.929794,46.000000,72.000000,63.000000,82.000000,1384.000000,0.030875,0.027633,0.042767,0.110265,20664.000000,93157.000000,78901.000000,3984.000000,10272.000000,19455.000000,638.000000,571.000000
0.070478,0.088852,0.141477,0.891301,43.721195,92.785735,102.897738,47.388889,48.000000,81.000000,49.000000,89.000000,1035.000000,0.364097,0.031789,0.416826,0.104258,25669.000000,132566.000000,63488.000000,55257.000000,13821.000000,15507.000000,9346.000000,816.000000
0.072281,0.087337,0.140936,0.850224,67.352827,89.349738,88.178042,61.827533,54.000000,76.000000,67.000000,82.000000,726.000000,0.136794,0.376539,0.085664,0.688813,16163.000000,148043.000000,33387.000000,12682.000000,101974.000000,7866.000000,2211.000000,6086.000000
0.070643,0.097505,0.138848,0.956482,59.792484,76.437711,43.274716,57.509908,39.000000,67.000000,67.000000,80.000000,1052.000000,0.003014,0.130157,0.003734,0.368668,22565.000000,128023.000000,80347.000000,478.000000,47198.000000,19560.000000,68.000000,2937.000000
0.070326,0.087926,0.143295,1.124399,51.771691,72.174802,71.015867,40.959442,65.000000,71.000000,71.000000,89.000000,1470.000000,0.018887,0.012983,0.025556,0.053165,27267.000000,116957.000000,107750.000000,2989.000000,6218.000000,26398.000000,515.000000,354.000000
0.068990,0.088961,0.144568,0.879243,61.548984,92.031584,76.414909,40.237843,51.000000,75.000000,64.000000,87.000000,1158.000000,0.038048,0.014268,0.053061,0.060507,23549.000000,100054.000000,88691.000000,5309.000000,6054.000000,22317.000000,896.000000,336.000000
0.070027,0.088846,0.139965,0.917735,37.778347,65.861174,84.290165,58.205403,40.000000,66.000000,45.000000,67.000000,1110.000000,0.030742,0.059351,0.037479,0.201144,58162.000000,282022.000000,214725.000000,10570.000000,56727.000000,52922.000000,1788.000000,3452.000000
