r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,tau1_hat,tau2_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1,alpha2,beta1,beta2,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.069746,0.094565,0.143538,0.941102,47.867414,92.916120,63.721745,38.438837,45.000000,76.000000,55.000000,94.000000,1269.000000,0.005714,0.003437,0.009246,0.014809,72453.000000,296784.000000,289645.000000,2744.000000,4395.000000,71790.000000,414.000000,249.000000
0.068344,0.089864,0.137842,0.971053,60.958706,68.951242,66.448079,45.026734,62.000000,73.000000,70.000000,74.000000,1058.000000,0.108708,0.137549,0.113484,0.374856,3606.000000,20840.000000,10663.000000,2365.000000,7812.000000,2718.000000,392.000000,496.000000
0.070150,0.090205,0.142613,1.135697,36.462027,78.398097,89.406892,38.910068,53.000000,72.000000,54.000000,97.000000,1199.000000,0.648126,0.052363,0.649403,0.149656,4908.000000,29755.000000,5979.000000,19323.000000,4453.000000,1470.000000,3181.000000,257.000000
0.071666,0.091116,0.142742,0.981395,55.257225,86.738468,85.570954,50.957526,57.000000,78.000000,65.000000,92.000000,828.000000,0.528683,0.313342,0.348815,0.580546,4602.000000,43149.000000,3048.000000,15051.000000,25050.000000,727.000000,2433.000000,1442.000000
0.069894,0.088724,0.130564,0.973224,56.544904,83.789563,89.465733,49.536629,62.000000,81.000000,66.000000,89.000000,1123.000000,0.291832,0.067097,0.329136,0.174730,9598.000000,50186.000000,24899.000000,16518.000000,8769.000000,6153.000000,2801.000000,644.000000
0.069022,0.080307,0.141790,0.945029,55.270479,63.844557,71.148976,58.629933,56.000000,66.000000,64.000000,67.000000,937.000000,0.016127,0.217000,0.011770,0.541631,18788.000000,128294.000000,57296.000000,1510.000000,69488.000000,14408.000000,303.000000,4077.000000
0.069282,0.088845,0.139370,0.973002,38.076245,61.683898,76.324860,58.889199,45.000000,65.000000,48.000000,67.000000,1046.000000,0.036158,0.150544,0.036171,0.413685,24365.000000,143984.000000,79212.000000,5208.000000,59564.000000,19816.000000,881.000000,3668.000000
0.070804,0.087909,0.139910,0.912014,39.062474,55.351643,92.789871,62.260884,39.000000,54.000000,46.000000,57.000000,885.000000,0.128865,0.224221,0.105391,0.518826,27067.000000,192018.000000,72157.000000,20237.000000,99624.000000,17510.000000,3488.000000,6069.000000
0.070537,0.089028,0.136833,0.893040,45.875877,71.075733,86.447072,63.649308,43.000000,69.000000,51.000000,70.000000,907.000000,0.073571,0.202622,0.066838,0.478880,29903.000000,195293.000000,88718.000000,13053.000000,93522.000000,21644.000000,2200.000000,6059.000000
0.069977,0.090748,0.141200,0.875057,47.262395,77.483759,72.236965,49.692856,39.000000,69.000000,51.000000,74.000000,1156.000000,0.007638,0.012115,0.011104,0.048308,92034.000000,388774.000000,365676.000000,4317.000000,18781.000000,90216.000000,703.000000,1115.000000
