"","alpha1","alpha2","alpha3","beta1","beta2","beta3","ccf_last1","ccf_last2","ccf_last3","r","r1","r2","r3","t_cll_subclones","t_M1_subclones","t_M2_subclones","t_M3_subclones","r_tp1","lifetime_r","r1_tp1","lifetime_r1","r2_tp1","lifetime_r2","r3_tp1","lifetime_r3","t_M1_subclones_PE","t_M2_subclones_PE","t_M3_subclones_PE"
"1",0.5,0.33,0.04,0.62,0.26,0.28,0.65,0.17,0.48,0.642515122434722,0.259448573962556,0.46096586666709,1.31600122463555,65.2692760790826,64.3155731290597,65.6167021441926,69.0337470312833,0.642515122434722,FALSE,0.359365276918981,TRUE,0.46096586666709,FALSE,1.31600122463555,FALSE,-2.10719462852412,-2.3415654945787,-1.06943675654439
"2",0.59,0.38,0.03,0.68,0.17,0.25,0.7,0.17,0.3,1.04563271574547,0.475714354727047,0.367752618477874,0.747913366656297,65.8592303543424,65.0099203031519,66.1691273246881,69.5064517497305,1.04563271574547,FALSE,0.475714354727047,FALSE,0.367752618477874,FALSE,0.747913366656297,FALSE,-1.05034961468502,-1.51938186532506,-0.392015262639048
"3",0.6,0.35,0.05,0.63,0.26,0.4,0.74,0.23,0.34,0.300096857034211,0.890149125144629,0.581429919425239,1.49194315762639,66.8729166133922,66.3983085813953,67.0430312432725,68.8762050298322,0.325587446111447,TRUE,0.890149125144629,FALSE,0.581429919425239,FALSE,1.49194315762639,FALSE,1.06287455311302,-0.218736057043463,-1.29520632010285
"4",0.56,0.34,0.07,0.66,0.19,0.16,0.67,0.19,0.4,0.649953081823928,0.43939514373939,0.526922150303012,1.03632642707749,66.6873871108716,65.9883032796857,66.9416221591071,69.7162642275891,0.649953081823928,FALSE,0.43939514373939,FALSE,0.526922150303012,FALSE,1.03632642707749,FALSE,0.438817777299315,-0.369664891937703,-0.0913381662523149
"5",0.58,0.38,0.05,0.62,0.24,0.21,0.65,0.23,0.44,0.920587174218839,0.403106886072393,0.182255253619844,1.12361115338714,65.6196255268545,64.6324767836134,65.9777455914821,69.5200480158282,0.920587174218839,FALSE,0.403106886072393,FALSE,0.356457282447707,TRUE,1.12361115338714,FALSE,-1.62484507821405,-1.80421849757093,-0.372530788437691
"6",0.63,0.35,0.07,0.68,0.15,0.16,0.68,0.2,0.38,0.724561468093712,0.436597402266889,0.210072328566785,0.986217672382129,65.4625559432495,64.5316911738723,65.80179786157,69.4154328490965,0.724561468093712,FALSE,0.436597402266889,FALSE,0.355205561013354,TRUE,0.986217672382129,FALSE,-1.77824783276667,-2.06608444475371,-0.522452208230864
"7",0.53,0.37,0.03,0.64,0.21,0.26,0.7,0.2,0.28,0.543484040532386,0.57232521886894,0.531126884437942,1.2213938876701,66.7031187566122,66.0530947546589,66.9409577294291,69.5316175569754,0.543484040532386,FALSE,0.57232521886894,FALSE,0.531126884437942,FALSE,1.2213938876701,FALSE,0.537434938597974,-0.370653773732481,-0.355950763864466
"8",0.62,0.36,0.01,0.7,0.17,0.17,0.67,0.16,0.6,1.26569890161241,0.144938906895236,0.65796235926242,1.82668078705619,65.0678690106957,64.0841974549839,65.4273551715886,68.8160963013617,1.26569890161241,FALSE,0.36366105268282,TRUE,0.65796235926242,FALSE,1.82668078705619,FALSE,-2.45936460428636,-2.62337375861205,-1.38134665898295
"9",0.58,0.36,0.11,0.63,0.22,0.23,0.64,0.16,0.43,0.824828724545759,0.414558325560874,0.478247148302698,0.963146334402849,66.3016391959674,65.5574360310429,66.5718018183125,69.5167722373596,0.824828724545759,FALSE,0.414558325560874,FALSE,0.478247148302698,FALSE,0.963146334402849,FALSE,-0.216992342400444,-0.920074686244302,-0.377225225910613
"10",0.54,0.39,0.05,0.7,0.21,0.32,0.66,0.23,0.44,0.720582790630914,0.404863668726498,0.24862306099384,1.08242564934164,65.5656940502706,64.5814435024548,65.9242128153871,69.567735528075,0.720582790630914,FALSE,0.404863668726498,FALSE,0.356852647537559,TRUE,1.08242564934164,FALSE,-1.70252130524383,-1.88389222296899,-0.304190988714587
"11",0.6,0.35,0.03,0.72,0.23,0.25,0.72,0.21,0.46,0.768442155660128,0.380231162442289,0.552133196883139,1.07357354589546,66.9307634995033,66.1558150494853,67.2092975084797,70.1092940665678,0.768442155660128,FALSE,0.380231162442289,FALSE,0.552133196883139,FALSE,1.07357354589546,FALSE,0.693782419307929,0.0287208044049009,0.471903219501061
"12",0.56,0.4,0.04,0.66,0.2,0.19,0.65,0.22,0.33,0.713282431258222,0.316689960270006,0.692046457824062,1.07838328729825,65.0935307951354,64.2030291367125,65.4151700503304,68.8015999717697,0.713282431258222,FALSE,0.361231370101513,TRUE,0.692046457824062,FALSE,1.07838328729825,FALSE,-2.27849446466891,-2.64150907824019,-1.40212099201824
"13",0.64,0.34,0.03,0.68,0.2,0.28,0.7,0.19,0.37,1.03187375057413,0.721499820254336,0.306073200670342,1.14357704802072,65.8205388859702,65.0168337126645,66.1073879733685,69.0907270014157,1.03187375057413,FALSE,0.721499820254336,FALSE,0.354764350406455,TRUE,1.14357704802072,FALSE,-1.03982692136296,-1.61126957379297,-0.987780164207919
"14",0.61,0.31,0.04,0.71,0.2,0.41,0.72,0.18,0.4,0.61912279233347,0.512176377216137,0.58855827286225,0.734435152461723,66.3652558727641,65.6885499864819,66.6174047120209,69.674037218381,0.61912279233347,FALSE,0.512176377216137,FALSE,0.58855827286225,FALSE,0.734435152461723,FALSE,-0.017427722249729,-0.852203137340503,-0.1518526535096
"15",0.55,0.33,0.04,0.65,0.19,0.18,0.71,0.18,0.57,0.550102504122058,0.25386961257522,0.864667660668077,1.17596797951209,65.4258640701458,64.4778492127349,65.7670284236789,69.1307543030829,0.550102504122058,FALSE,0.360935813239152,TRUE,0.864667660668077,FALSE,1.17596797951209,FALSE,-1.86019906737453,-2.11783238029637,-0.930418023670217
"16",0.55,0.37,0.08,0.73,0.21,0.29,0.72,0.21,0.56,0.335215575165662,0.310870958133523,0.406966060111862,1.0556304085469,65.2416878599704,64.2296316116127,65.610414240368,69.3046137679002,0.335215575165662,FALSE,0.359692616420061,TRUE,0.406966060111862,FALSE,1.0556304085469,FALSE,-2.23800363529272,-2.35092388693549,-0.681264305101494
"17",0.6,0.36,0.02,0.66,0.22,0.24,0.66,0.21,0.44,0.858793822562228,0.484009419339542,0.353637924275262,1.56790809045234,65.8698798751648,64.9298797096577,66.2069182741317,69.1542828691269,0.858793822562228,FALSE,0.484009419339542,FALSE,0.355634341484689,TRUE,1.56790809045234,FALSE,-1.17217700204302,-1.46313696363796,-0.896699814951437
"18",0.54,0.37,0.06,0.68,0.2,0.17,0.7,0.2,0.47,0.611123586094474,0.391332895552818,0.646589385047873,1.08630983484279,66.610078645903,65.9106509535779,66.8627555949635,69.5832499909564,0.611123586094474,FALSE,0.391332895552818,FALSE,0.646589385047873,FALSE,1.08630983484279,FALSE,0.320625500118608,-0.487043317512272,-0.281957593928896
"19",0.57,0.31,0.03,0.64,0.19,0.17,0.62,0.21,0.35,0.67042453944437,0.35734107864832,0.0792285805673202,1.03314003468442,64.3427199425738,63.2937052187847,64.7316120789499,69.1046395807283,0.67042453944437,FALSE,0.361805804317386,TRUE,0.353358363798678,TRUE,1.03314003468442,FALSE,-3.66254913426986,-3.65885983189476,-0.967842389326062
"20",0.61,0.34,0.07,0.6,0.26,0.13,0.67,0.19,0.54,0.946989078427384,0.215043203083531,0.367485923058156,1.36429314723676,65.1962782566515,64.1666082517991,65.5730165119512,69.217844003414,0.946989078427384,FALSE,0.361805804317386,TRUE,0.367485923058156,FALSE,1.36429314723676,FALSE,-2.33392960152339,-2.40658355119627,-0.805611918294661
"21",0.57,0.37,0.02,0.65,0.21,0.22,0.72,0.26,0.36,0.462816120483493,0.620683280197151,0.677368690563314,0.883159331968074,66.7801851371967,66.1684779690749,67.0078893418641,69.7593288687681,0.462816120483493,FALSE,0.620683280197151,FALSE,0.677368690563314,FALSE,0.883159331968074,FALSE,0.713056269520434,-0.27103833626413,-0.0296232892403371
"22",0.57,0.37,0.04,0.63,0.23,0.15,0.65,0.19,0.44,0.807708366750691,0.344286658879112,0.145188558153795,1.20898206843733,64.2450954793503,63.1840903010323,64.6388008238295,68.9176306947606,0.807708366750691,FALSE,0.361521296965603,TRUE,0.356051373055284,TRUE,1.20898206843733,FALSE,-3.8293907138017,-3.79699237411885,-1.23584021960357
"23",0.55,0.38,0.03,0.77,0.21,0.25,0.67,0.15,0.45,0.986511487961296,0.362395974869507,0.402748806872541,1.06398401091576,66.7567685335957,65.9735896611267,67.0290094863447,69.6676730401374,0.986511487961296,FALSE,0.362395974869507,FALSE,0.402748806872541,FALSE,1.06398401091576,FALSE,0.416422619675396,-0.239604872235866,-0.16097300066292
"24",0.59,0.36,0.14,0.65,0.22,0.15,0.69,0.21,0.43,0.790969621720825,0.439942758100962,0.351669147914396,0.888123929815853,65.5476806594756,64.6138818154065,65.8878425617086,69.5415089465542,0.790969621720825,FALSE,0.439942758100962,FALSE,0.355634341484689,TRUE,0.888123929815853,FALSE,-1.65314792175578,-1.93802267940372,-0.341775656987428
"25",0.57,0.35,0.11,0.7,0.2,0.34,0.68,0.18,0.58,0.801320125728364,0.198238330072504,0.392407336468053,1.0140592971176,65.2552609409912,64.2838470827079,65.6067098672799,69.1552295900039,0.801320125728364,FALSE,0.359365276918981,TRUE,0.392407336468053,FALSE,1.0140592971176,FALSE,-2.1554838923776,-2.35643716731664,-0.895343092571105
"26",0.54,0.37,0.05,0.66,0.27,0.39,0.68,0.22,0.42,0.770118126941127,0.586645443254457,0.486763398948983,1.19137567176943,66.7199202128689,66.1453622098078,66.9270358489984,69.1554675443664,0.770118126941127,FALSE,0.586645443254457,FALSE,0.486763398948983,FALSE,1.19137567176943,FALSE,0.677872465460922,-0.391373941064972,-0.895002086032733
"27",0.57,0.4,0.05,0.66,0.22,0.2,0.69,0.17,0.4,0.951918082845366,0.433386294939595,0.489225260506329,0.990235171181355,66.4315781205731,65.6970477565069,66.697877202907,69.570570588348,0.951918082845366,FALSE,0.433386294939595,FALSE,0.489225260506329,FALSE,0.990235171181355,FALSE,-0.00449352129849681,-0.732434584153918,-0.30012813363716
"28",0.52,0.38,0.03,0.67,0.23,0.11,0.65,0.18,0.49,0.484085151421833,0.250228309317649,0.341036255758677,1.24013982053617,64.2815107746478,63.2161206955973,64.6783817291747,69.0640110269198,0.484085151421833,FALSE,0.360326904036508,TRUE,0.356457282447707,TRUE,1.24013982053617,FALSE,-3.7806382106586,-3.73808345114651,-1.02606616950448
