"","alpha1","beta1","ccf_last1","r","r1","u","t_cll_subclones","t_M1_subclones","t_M2_subclones","t_M3_subclones","r_tp1","lifetime_r","r1_tp1","lifetime_r1","t_M1_subclones_PE","t_M2_subclones_PE","t_M3_subclones_PE"
"23",0.61,0.79,0.81,0.635881819843167,0.951222600357678,0,62.3486910429586,63.3977841984391,64.0447483796633,65.3661282942994,0.635881819843167,FALSE,0.951222600357678,FALSE,0.471924244752949,-0.117360605640563,-0.0517915989306322
"24",0.63,0.78,0.77,0.492707228263706,0.875397721581838,0,62.083148730657,63.2772418315236,64.0004180931354,65.456482673641,0.492707228263706,FALSE,0.875397721581838,FALSE,0.28089038276318,-0.186497047511824,0.0863649444051985
"25",0.62,0.75,0.75,0.362745601272732,0.743128683639461,0,60.1427807554005,61.9840446876768,63.0574309989052,65.1084357137526,0.391456248802829,TRUE,0.743128683639461,FALSE,-1.76855041572613,-1.65715689503242,-0.4458169514487
"26",0.68,0.76,0.81,0.503220174585938,0.861460253088787,0,61.8740491891656,63.134932553952,63.8954621678208,65.4175122753933,0.503220174585938,FALSE,0.861460253088787,FALSE,0.0553606243296978,-0.350183768214534,0.0267771795003951
"27",0.67,0.76,0.79,0.878503283369628,0.882288884097563,0,62.3760818464441,63.3899680733004,64.0279291727068,65.3568109300433,0.878503283369628,FALSE,0.882288884097563,FALSE,0.459537358637764,-0.143591433707378,-0.0660383332671415
"28",0.65,0.68,0.82,0.464676777267929,0.790643159071279,0,61.7637384166778,63.1206752004648,63.9411456247827,65.5873682731541,0.464676777267929,FALSE,0.790643159071279,FALSE,0.0327657693578125,-0.278936954487387,0.28649583051091
"29",0.64,0.73,0.85,0.408276759883473,0.966860909197101,0,61.9648409781377,63.2173231635691,63.9327910270746,65.3137339855949,0.408276759883473,FALSE,0.966860909197101,FALSE,0.185932113421639,-0.291966582853172,-0.131905220802945
"30",0.62,0.73,0.79,0.413291981748563,0.972020551490971,0,61.8582792527814,63.1832063701802,63.929086849694,65.3469923820604,0.413291981748563,FALSE,0.972020551490971,FALSE,0.131864295055818,-0.297743528237761,-0.0810514035773469
"31",0.71,0.79,0.83,0.344683710151325,0.74798449350976,0,60.5768862858151,62.325428086784,63.3409591657076,65.2893863469355,0.387172725352117,TRUE,0.74798449350976,FALSE,-1.22753076579394,-1.214973228778,-0.169134026092536
"32",0.65,0.66,0.79,0.53089007792065,0.933749840838187,0,62.2511071202873,63.4583608651998,64.1806416850766,65.6142326590003,0.53089007792065,FALSE,0.933749840838187,FALSE,0.567925301425944,0.0945753042366831,0.327572873089191
"33",0.67,0.72,0.79,0.724834647862623,0.882482091330887,0,62.3539729504246,63.4314975168472,64.1056298611266,65.5010491785452,0.724834647862623,FALSE,0.882482091330887,FALSE,0.525352641596197,-0.0224113207632832,0.154509447316835
"34",0.68,0.73,0.82,0.471811225351235,0.762053710636489,0,61.7365600325998,63.0986636307648,63.9298291717999,65.6112851406421,0.471811225351235,FALSE,0.762053710636489,FALSE,-0.00211785932677862,-0.296585820648899,0.323065964284541
"35",0.61,0.74,0.81,0.485449188327971,0.881128136365608,0,61.7427273446522,63.0538657921168,63.8327615217939,65.368808500043,0.485449188327971,FALSE,0.881128136365608,FALSE,-0.0731128492602428,-0.447970178113134,-0.0476934250107088
"36",0.69,0.77,0.8,0.708449077359976,0.877379902074568,0,62.3230060698484,63.4138751015502,64.0956084678685,65.5051685289982,0.708449077359976,FALSE,0.877379902074568,FALSE,0.497424883597785,-0.0380404431245925,0.160808148315235
"37",0.65,0.75,0.8,0.446015537209824,0.976660520768278,0,62.0448208100267,63.2527532409231,63.9528676769336,65.3158034354654,0.446015537209824,FALSE,0.976660520768278,FALSE,0.242081205900346,-0.260655525680572,-0.128740924364887
