"","alpha1","beta1","ccf_last1","gamma1_obs","gamma2_obs","gamma3_obs","gamma1","gamma2","gamma3","m","r","r1","u","MRCA","t1","t","t1_in_years","r_tp1","r_tp2","r_tp3","r1_tp1","r1_tp2","r1_tp3","t_BD"
"2278",0.65,0.73,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.511385586296181,0.716321263771265,0.433313680911057,3.08077196400065,24.7162981726149,35.2029298633844,27.7970701366156,0.511385586296181,0.511385586296181,0.511385586296181,0.716321263771265,0.716321263771265,0.716321263771265,35.1323624692602
"2279",0.65,0.76,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.456323664945902,0.978848289397989,0.511417198774514,15.9713563210925,21.5364961280655,25.492147550842,37.507852449158,0.456323664945902,0.456323664945902,0.456323664945902,0.978848289397989,0.978848289397989,0.978848289397989,25.683045935698
"2280",0.63,0.7,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.486132166616995,0.906097236535988,0.483333238456663,25.6729409423949,9.6459469831988,27.6811120744063,35.3188879255937,0.486132166616995,0.486132166616995,0.486132166616995,0.906097236535988,0.906097236535988,0.906097236535988,27.7186897054095
"2281",0.65,0.76,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.638384739625258,0.914837013315296,0.552102582197245,15.4638100945086,20.267726036281,27.2684638692104,35.7315361307896,0.638384739625258,0.638384739625258,0.638384739625258,0.914837013315296,0.914837013315296,0.914837013315296,27.4870893309928
"2282",0.64,0.77,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.435417521979647,0.838491544127015,0.456252811874677,14.4842893503361,18.6464738212348,29.8692368284292,33.1307631715708,0.435417521979647,0.435417521979647,0.435417521979647,0.838491544127015,0.838491544127015,0.838491544127015,29.9804300290846
"2283",0.67,0.76,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.625296018400384,0.721982721787833,0.466616078624555,12.1015147544919,15.7065378950825,35.1919473504256,27.8080526495744,0.625296018400384,0.625296018400384,0.625296018400384,0.721982721787833,0.721982721787833,0.721982721787833,34.8980615831808
"2284",0.64,0.76,0.84,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.307798460961208,0.967509705122202,0.477871529522069,24.0782351228,13.0520713535993,25.8696935236007,37.1303064763993,0.390599399020416,0.386829561366017,0.390963707765328,0.967509705122202,0.967509705122202,0.967509705122202,25.969181621187
"2285",0.62,0.77,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.31937114849915,0.911965927257562,0.463248383670237,21.0050426771473,14.4925764254318,27.502380897421,35.497619102579,0.391456248802829,0.386165811920933,0.389976880224998,0.911965927257562,0.911965927257562,0.911965927257562,27.5221257525807
"2286",0.66,0.72,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.372454238620872,0.902343370811629,0.451972290671906,18.876916338835,16.2758784631154,27.8472051980496,35.1527948019504,0.38969356044926,0.389233658057022,0.392764671613285,0.902343370811629,0.902343370811629,0.902343370811629,27.8859737419518
"2287",0.65,0.77,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,-0.0333822575187331,1.00087537920324,0.481801364818719,18.0760024543487,19.9272672842519,24.9967302613993,38.0032697386007,0.390152950890991,0.386165811920933,0.394375688672273,1.00087537920324,1.00087537920324,1.00087537920324,25.1156171827491
"2288",0.62,0.75,0.75,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.384706818820508,0.866271585358855,0.431789315875195,15.0870363517186,19.0946529567129,28.8183106915685,34.1816893084315,0.391456248802829,0.387466211311748,0.397787669579218,0.866271585358855,0.866271585358855,0.866271585358855,28.9791455595788
"2289",0.65,0.67,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.483804903509481,0.7684947787666,0.44165177205824,18.1625798151305,12.233913511535,32.6035066733345,30.3964933266655,0.483804903509481,0.483804903509481,0.483804903509481,0.7684947787666,0.7684947787666,0.7684947787666,32.7404188381515
"2290",0.64,0.75,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.523534816012153,0.836356036018176,0.485691392413267,14.1788436843612,18.8160062974202,30.0051500182186,32.9948499817814,0.523534816012153,0.523534816012153,0.523534816012153,0.836356036018176,0.836356036018176,0.836356036018176,30.0572358384267
"2291",0.66,0.7,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.520076314245937,0.734433009022257,0.443636831750358,11.2299401970165,17.3204531724029,34.4496066305806,28.5503933694194,0.520076314245937,0.520076314245937,0.520076314245937,0.734433009022257,0.734433009022257,0.734433009022257,34.2842904274925
"2292",0.63,0.74,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.783044710932299,0.700775650596516,0.484694908061991,7.01967511855905,20.1318926215791,35.8484322598619,27.1515677401381,0.783044710932299,0.783044710932299,0.783044710932299,0.700775650596516,0.700775650596516,0.700775650596516,35.8693403226373
"2293",0.65,0.68,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.451415584781345,0.971764508761152,0.496837919233073,12.1309274269263,25.1810572223365,25.6880153507372,37.3119846492628,0.451415584781345,0.451415584781345,0.451415584781345,0.971764508761152,0.971764508761152,0.971764508761152,25.8709941885014
"2294",0.65,0.82,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,1.18461194914529,0.81324401428973,0.591345279950779,17.9010887752543,14.2130733943628,30.885837830383,32.114162169617,1.18461194914529,1.18461194914529,1.18461194914529,0.81324401428973,0.81324401428973,0.81324401428973,30.93335526136
"2295",0.6,0.73,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.41678725693223,0.874296779646616,0.451984735864813,14.8188662985017,19.5438600108675,28.6372736906308,34.3627263093692,0.41678725693223,0.41678725693223,0.41678725693223,0.874296779646616,0.874296779646616,0.874296779646616,28.6747230547077
"2296",0.67,0.7,0.86,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.445907232746782,0.750532765542652,0.430359983325098,7.77177775507242,21.585717427378,33.6425048175496,29.3574951824504,0.445907232746782,0.445907232746782,0.445907232746782,0.750532765542652,0.750532765542652,0.750532765542652,33.5667457027726
"2297",0.65,0.72,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.559215150712934,0.956475647889056,0.535678463039521,23.9956216872051,12.9822410462745,26.0221372665204,36.9778627334796,0.559215150712934,0.559215150712934,0.559215150712934,0.956475647889056,0.956475647889056,0.956475647889056,26.286129605419
"2298",0.64,0.72,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.439411838168214,0.870798711519218,0.460741280372666,8.03364680065083,26.1946736750817,28.7716795242675,34.2283204757325,0.439411838168214,0.439411838168214,0.439411838168214,0.870798711519218,0.870798711519218,0.870798711519218,28.8644275875058
"2299",0.64,0.68,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.590092211822761,0.848089362201261,0.505271855300022,24.7320005362105,8.66954032685761,29.5984591369319,33.4015408630681,0.590092211822761,0.590092211822761,0.590092211822761,0.848089362201261,0.848089362201261,0.848089362201261,29.6400101300956
"2300",0.65,0.77,0.84,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.646321603800495,0.977590568833067,0.58424502418655,27.879425550613,9.69124139455268,25.4293330548343,37.5706669451657,0.646321603800495,0.646321603800495,0.646321603800495,0.977590568833067,0.977590568833067,0.977590568833067,25.7162171508606
"2301",0.71,0.68,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.550755377510163,0.7922663864763,0.477019923670803,19.4172017818628,11.5776359411114,32.0051622770258,30.9948377229742,0.550755377510163,0.550755377510163,0.550755377510163,0.7922663864763,0.7922663864763,0.7922663864763,31.8664994616442
"2302",0.62,0.78,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.773283027981925,0.843414396581304,0.552379253695939,23.9155579803071,9.40165513485034,29.6827868848425,33.3172131151575,0.773283027981925,0.773283027981925,0.773283027981925,0.843414396581304,0.843414396581304,0.843414396581304,29.7672131124203
"2303",0.64,0.73,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.551736015552747,0.863902420569641,0.500761278944497,10.937339039313,23.0782590018089,28.984401958878,34.015598041122,0.551736015552747,0.551736015552747,0.551736015552747,0.863902420569641,0.863902420569641,0.863902420569641,29.0956424968236
"2304",0.64,0.71,0.84,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.391205031581992,0.925056216358256,0.45872748788154,0.70712857524633,35.1806653660774,27.1122060586762,35.8877939413238,0.391205031581992,0.391205031581992,0.391205031581992,0.925056216358256,0.925056216358256,0.925056216358256,27.1655712994244
"2305",0.62,0.76,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.600572748732877,0.757887884876897,0.473537449990581,20.2061066413202,9.57346055001944,33.2204328086604,29.7795671913396,0.600572748732877,0.600572748732877,0.600572748732877,0.757887884876897,0.757887884876897,0.757887884876897,33.1376833400218
"2306",0.63,0.73,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.645137229595524,0.902674966528376,0.546588149927975,21.6800294536927,13.6251104892124,27.6948600570949,35.3051399429051,0.645137229595524,0.645137229595524,0.645137229595524,0.902674966528376,0.902674966528376,0.902674966528376,27.8241574218745
"2307",0.64,0.68,0.74,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.7533286777284,1.01420682425078,0.614313062494252,20.8210120330669,17.5992879040702,24.5797000628629,38.4202999371371,0.7533286777284,0.7533286777284,0.7533286777284,1.01420682425078,1.01420682425078,1.01420682425078,24.7688784378118
"2308",0.62,0.76,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.126981684800788,0.8907333102634,0.445537077488338,21.6834033119753,13.2833415451619,28.0332551428628,34.9667448571372,0.391456248802829,0.386829561366017,0.395121715647341,0.8907333102634,0.8907333102634,0.8907333102634,28.1805607857285
"2309",0.65,0.7,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.537934449044511,0.934536148692596,0.519182407136515,18.3556355384691,17.8392533116797,26.8051111498512,36.1948888501488,0.537934449044511,0.537934449044511,0.537934449044511,0.934536148692596,0.934536148692596,0.934536148692596,26.9055796610275
"2310",0.65,0.71,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.420466527378122,0.974715154071055,0.480900095096038,17.8897272632879,19.6821956415293,25.4280770951828,37.5719229048172,0.420466527378122,0.420466527378122,0.420466527378122,0.974715154071055,0.974715154071055,0.974715154071055,25.7923751254082
"2311",0.63,0.71,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.34824483897414,0.862823182861854,0.438112525251376,20.2794947982242,13.624501343743,29.0960038580327,33.9039961419673,0.391033614142256,0.389780933787079,0.391890689750288,0.862823182861854,0.862823182861854,0.862823182861854,29.1139089060144
"2312",0.68,0.69,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.558909147227812,0.81789550964439,0.487023067304293,5.65554729369331,27.0017015304139,30.3427511758928,32.6572488241072,0.558909147227812,0.558909147227812,0.558909147227812,0.81789550964439,0.81789550964439,0.81789550964439,30.8120303838089
"2313",0.62,0.74,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.675886255318878,0.812202073850351,0.516667458604827,14.1448603009783,18.0852766725445,30.7698630264772,32.2301369735228,0.675886255318878,0.675886255318878,0.675886255318878,0.812202073850351,0.812202073850351,0.812202073850351,30.914987939342
"2314",0.64,0.77,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.178478861497764,0.809909271641592,0.427691488781644,11.8700937937119,19.9515341354891,31.178372070799,31.821627929201,0.390599399020416,0.386165811920933,0.393591387534849,0.809909271641592,0.809909271641592,0.809909271641592,31.041989734195
"2315",0.66,0.75,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.38510317192853,0.711994895245756,0.394947712930623,5.0457145232515,22.507408362555,35.4468771141935,27.5531228858065,0.38969356044926,0.387466211311748,0.393591387534849,0.711994895245756,0.711994895245756,0.711994895245756,35.3678917649292
"2316",0.62,0.71,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.453204276627709,0.828343405396361,0.45169861410823,13.9839852050104,18.757060117725,30.2589546772646,32.7410453227354,0.453204276627709,0.453204276627709,0.453204276627709,0.828343405396361,0.828343405396361,0.828343405396361,30.3106211996987
"2317",0.63,0.74,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.746182575138513,0.862038921733532,0.553725268952195,10.3937691153052,23.5692305866876,29.0370002980073,33.9629997019927,0.746182575138513,0.746182575138513,0.746182575138513,0.862038921733532,0.862038921733532,0.862038921733532,29.1404869787484
"2318",0.67,0.72,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.498555277397855,0.90233315714227,0.497054625633496,16.5908614164481,18.7356990093494,27.6734395742025,35.3265604257975,0.498555277397855,0.498555277397855,0.498555277397855,0.90233315714227,0.90233315714227,0.90233315714227,27.9029560690732
"2319",0.62,0.73,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.512953322162011,0.797316665420039,0.463029926404801,19.9489547166688,11.5388715713149,31.5121737120163,31.4878262879837,0.512953322162011,0.512953322162011,0.512953322162011,0.797316665420039,0.797316665420039,0.797316665420039,31.494018559121
"2320",0.68,0.72,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.519068978611301,0.864692224581227,0.496959619673089,22.7255285567712,11.1427834829818,29.1316879602469,33.8683120397531,0.519068978611301,0.519068978611301,0.519068978611301,0.864692224581227,0.864692224581227,0.864692224581227,29.1390866092878
"2321",0.63,0.73,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.641402322241366,0.695738297655748,0.455825549699208,13.3905477620188,13.0514124635314,36.5580397744499,26.4419602255501,0.641402322241366,0.641402322241366,0.641402322241366,0.695738297655748,0.695738297655748,0.695738297655748,36.1297690827936
"2322",0.66,0.81,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.52927272298147,0.860202813629832,0.504771165708377,14.4861664519108,19.3328163872229,29.1810171608663,33.8189828391337,0.52927272298147,0.52927272298147,0.52927272298147,0.860202813629832,0.860202813629832,0.860202813629832,29.2569812625904
"2323",0.63,0.76,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.460014272006188,0.81725871915778,0.461335952779786,10.7723760583136,21.5138213221045,30.7138026195819,32.2861973804181,0.460014272006188,0.460014272006188,0.460014272006188,0.81725871915778,0.81725871915778,0.81725871915778,30.7426661903344
"2324",0.67,0.73,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.520563361125409,0.706382575563104,0.434815674692602,4.91490427037706,22.1565374354179,35.928558294205,27.071441705795,0.520563361125409,0.520563361125409,0.520563361125409,0.706382575563104,0.706382575563104,0.706382575563104,35.6709782676622
"2325",0.65,0.85,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.898435718148514,0.86612602064044,0.585759931610358,24.5232488321617,9.45841356987965,29.0183375979587,33.9816624020413,0.898435718148514,0.898435718148514,0.898435718148514,0.86612602064044,0.86612602064044,0.86612602064044,29.0385893140195
"2326",0.65,0.7,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.467517640161864,0.816663222111032,0.453776647618215,2.34503012476504,29.8520104809123,30.8029593943226,32.1970406056774,0.467517640161864,0.467517640161864,0.467517640161864,0.816663222111032,0.816663222111032,0.816663222111032,30.8034247243186
"2327",0.65,0.65,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.592751639803393,0.683251287376154,0.437571592546435,10.114410130235,16.2803467080459,36.6052431617191,26.3947568382809,0.592751639803393,0.592751639803393,0.592751639803393,0.683251287376154,0.683251287376154,0.683251287376154,36.8376404785807
"2328",0.65,0.77,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.595848999291321,0.805092562466888,0.494641046508446,16.4753686893967,15.2557664428735,31.2688648677298,31.7311351322702,0.595848999291321,0.595848999291321,0.595848999291321,0.805092562466888,0.805092562466888,0.805092562466888,31.2475637289417
"2329",0.66,0.68,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.416359734830991,0.894829783236768,0.462350105179938,19.6822246453188,15.3657794042575,27.9519959504237,35.0480040495763,0.416359734830991,0.416359734830991,0.416359734830991,0.894829783236768,0.894829783236768,0.894829783236768,28.1209626398596
"2330",0.71,0.72,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.447757487760626,1.20974190974308,0.581720777663241,24.1988590380226,18.4029123975667,20.3982285644107,42.6017714355893,0.447757487760626,0.447757487760626,0.447757487760626,1.20974190974308,1.20974190974308,1.20974190974308,20.8350298710838
"2331",0.64,0.78,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.678371499118464,0.837208615865069,0.53093215966916,21.2332543722582,11.7936504309414,29.9730951968004,33.0269048031996,0.678371499118464,0.678371499118464,0.678371499118464,0.837208615865069,0.837208615865069,0.837208615865069,30.0265249128263
"2332",0.66,0.7,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.480431159165656,0.940679317496178,0.499717388698846,14.2531468302961,22.1170453583731,26.6298078113308,36.3701921886692,0.480431159165656,0.480431159165656,0.480431159165656,0.940679317496178,0.940679317496178,0.940679317496178,26.7454481905425
"2333",0.65,0.73,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.517060925514026,0.961521855716901,0.528946463141669,12.3178084939941,24.7243059337329,25.9578855722731,37.0421144277269,0.517060925514026,0.517060925514026,0.517060925514026,0.961521855716901,0.961521855716901,0.961521855716901,26.1476513243797
"2334",0.69,0.73,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.582159883268673,0.764175825166012,0.473530536956617,9.24346629263636,20.801798201849,32.9547355055146,30.0452644944854,0.582159883268673,0.582159883268673,0.582159883268673,0.764175825166012,0.764175825166012,0.764175825166012,33.0041742112605
"2335",0.63,0.72,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.447584158621782,0.792858040742045,0.437407038058775,13.6527032082885,17.6108665422493,31.7364302494622,31.2635697505378,0.447584158621782,0.447584158621782,0.447584158621782,0.792858040742045,0.792858040742045,0.792858040742045,31.6918676116757
"2336",0.72,0.75,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.475759677477055,0.887241764521657,0.495287818750116,21.3384076119126,13.2200637437584,28.441528644329,34.558471355671,0.475759677477055,0.475759677477055,0.475759677477055,0.887241764521657,0.887241764521657,0.887241764521657,28.460388241428
"2337",0.66,0.77,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.416759225781872,0.890666978968849,0.465357397850561,12.744675092356,22.2035462428651,28.0517786647788,34.9482213352212,0.416759225781872,0.416759225781872,0.416759225781872,0.890666978968849,0.890666978968849,0.890666978968849,28.2528619316219
"2338",0.67,0.72,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.431703578324526,0.795069052009227,0.439609802629685,11.5065853551778,19.6244268486501,31.8689877961721,31.1310122038279,0.431703578324526,0.431703578324526,0.431703578324526,0.795069052009227,0.795069052009227,0.795069052009227,31.6808820444816
"2339",0.68,0.66,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.263986283115981,1.25048101375136,0.536295043853102,26.6745780366729,16.5670733416855,19.7583486216417,43.2416513783583,0.388732789897494,0.392261668263525,0.389976880224998,1.25048101375136,1.25048101375136,1.25048101375136,20.1184683868662
"2340",0.65,0.71,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.473365423757471,0.959754001973644,0.504205028254095,14.9922893847149,22.089906176866,25.9178044384192,37.0821955615808,0.473365423757471,0.473365423757471,0.473365423757471,0.959754001973644,0.959754001973644,0.959754001973644,26.1959991390802
"2341",0.59,0.72,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.40077941245507,0.826568858663229,0.428334638691883,17.2879386798987,15.4730952076799,30.2389661124214,32.7610338875786,0.40077941245507,0.40077941245507,0.40077941245507,0.826568858663229,0.826568858663229,0.826568858663229,30.3159058499941
"2342",0.67,0.72,0.77,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.673023811107106,0.833833639154614,0.524621862157784,15.6535335710091,17.1686869099191,30.1777795190719,32.8222204809281,0.673023811107106,0.673023811107106,0.673023811107106,0.833833639154614,0.833833639154614,0.833833639154614,30.2034017489882
"2343",0.63,0.71,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.627436299351356,0.914019546840098,0.541853936503441,19.8536673183167,15.9119197042859,27.2344129773974,35.7655870226026,0.627436299351356,0.627436299351356,0.627436299351356,0.914019546840098,0.914019546840098,0.914019546840098,27.4775698159477
"2344",0.66,0.74,0.86,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.339150506937941,1.0716668133603,0.509773746599741,23.7521714651398,15.9791721854153,23.2686563494448,39.7313436505552,0.38969356044926,0.388077888060863,0.388921943352109,1.0716668133603,1.0716668133603,1.0716668133603,23.4641876438964
"2345",0.68,0.78,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.409994548875342,0.800410527825276,0.437939474353253,5.20831916451757,26.3668049059777,31.4248759295048,31.5751240704952,0.409994548875342,0.409994548875342,0.409994548875342,0.800410527825276,0.800410527825276,0.800410527825276,31.4873042219995
"2346",0.65,0.76,0.84,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.585610909251924,0.840561886829443,0.509969158019295,19.2774621110439,13.7922184732805,29.9303194156756,33.0696805843244,0.585610909251924,0.585610909251924,0.585610909251924,0.840561886829443,0.840561886829443,0.840561886829443,29.9247855691186
"2347",0.71,0.69,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.578387512332542,0.891708986817151,0.524212067130944,12.7457209384945,22.1727945697452,28.0814844917603,34.9185155082397,0.578387512332542,0.578387512332542,0.578387512332542,0.891708986817151,0.891708986817151,0.891708986817151,28.3016236139679
"2348",0.62,0.77,0.84,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.228876632194601,0.873270688388419,0.44985240716953,4.34350362529807,29.8924380649798,28.7640583097221,34.2359416902779,0.391456248802829,0.386165811920933,0.390963707765328,0.873270688388419,0.873270688388419,0.873270688388419,28.7460815869877
"2349",0.63,0.71,0.75,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.362130594318451,0.704050100208264,0.381899013745818,1.19002273629145,26.0718396561593,35.7381376075492,27.2618623924508,0.391033614142256,0.389780933787079,0.397787669579218,0.704050100208264,0.704050100208264,0.704050100208264,35.7020513862115
"2350",0.7,0.77,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.508171255262349,0.79200683125606,0.469404746254588,12.6163764391692,18.6081751527126,31.7754484081182,31.2245515918818,0.508171255262349,0.508171255262349,0.508171255262349,0.79200683125606,0.79200683125606,0.79200683125606,31.8590657338637
"2351",0.63,0.7,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.572018167012791,0.993621557633213,0.550185579681202,20.3363004362106,17.6488295909519,25.0148699728374,37.9851300271626,0.572018167012791,0.572018167012791,0.572018167012791,0.993621557633213,0.993621557633213,0.993621557633213,25.2682477724868
"2352",0.67,0.75,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.555310475059123,0.849031226093815,0.504427930462926,11.3204317106265,21.9747332692596,29.7048350201139,33.2951649798861,0.555310475059123,0.555310475059123,0.555310475059123,0.849031226093815,0.849031226093815,0.849031226093815,29.6609734277677
"2353",0.64,0.68,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.511429219959953,1.00562962198585,0.522163393730809,25.6172870900852,12.8282957669259,24.5544171429889,38.4455828570111,0.511429219959953,0.511429219959953,0.511429219959953,1.00562962198585,1.00562962198585,1.00562962198585,24.9809897318703
"2354",0.65,0.74,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.498306273958285,0.708731699415995,0.428847404632526,15.4737456594499,11.9561865049803,35.5700678355698,27.4299321644302,0.498306273958285,0.498306273958285,0.498306273958285,0.708731699415995,0.708731699415995,0.708731699415995,35.5096537383949
"2355",0.65,0.71,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.445610329104788,0.74414983930215,0.420776498484471,4.54123715613965,24.5414494779709,33.9173133658894,29.0826866341106,0.445610329104788,0.445610329104788,0.445610329104788,0.74414983930215,0.74414983930215,0.74414983930215,33.81479655938
"2356",0.69,0.73,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.478958137000918,0.78495618179922,0.454341041774695,14.7734704467028,16.1488527069945,32.0776768463027,30.9223231536973,0.478958137000918,0.478958137000918,0.478958137000918,0.78495618179922,0.78495618179922,0.78495618179922,32.1277984821325
"2357",0.61,0.74,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.342742960383735,1.03942911569777,0.487592073541617,16.4821837586042,22.587690777403,23.9301254639928,39.0698745360072,0.391867904688776,0.388077888060863,0.391890689750288,1.03942911569777,1.03942911569777,1.03942911569777,24.1192340234821
"2358",0.64,0.73,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.418362277546144,0.840272546279945,0.45048619227527,10.0651485801708,22.9418580175025,29.9929934023266,33.0070065976734,0.418362277546144,0.418362277546144,0.418362277546144,0.840272546279945,0.840272546279945,0.840272546279945,29.9166729649272
"2359",0.71,0.75,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.645697396678147,0.764145179716494,0.490323614306269,3.34402298268271,26.4382647338844,33.2177122834329,29.7822877165671,0.645697396678147,0.645697396678147,0.645697396678147,0.764145179716494,0.764145179716494,0.764145179716494,33.0428944250746
"2360",0.65,0.71,0.73,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.766013866425406,0.790440292268321,0.525214542713782,3.31437960099261,27.9658326232551,31.7197877757523,31.2802122242477,0.766013866425406,0.766013866425406,0.766013866425406,0.790440292268321,0.790440292268321,0.790440292268321,31.8286486993259
"2361",0.6,0.69,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.338549794487114,0.796358567715442,0.416676624396162,7.30457118003268,24.0767000472074,31.6187287727599,31.3812712272401,0.39226913777886,0.390821036321369,0.389976880224998,0.796358567715442,0.796358567715442,0.796358567715442,31.4908545746238
"2362",0.67,0.74,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.526322655779286,0.847031282113701,0.492814191364964,11.0140648349684,22.2655477992356,29.720387365796,33.279612634204,0.526322655779286,0.526322655779286,0.526322655779286,0.847031282113701,0.847031282113701,0.847031282113701,29.7312427093233
"2363",0.66,0.72,0.82,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.555425274305171,0.974717817268377,0.546496392400486,26.3416008053144,11.1863639379651,25.4720352567204,37.5279647432796,0.555425274305171,0.555425274305171,0.555425274305171,0.974717817268377,0.974717817268377,0.974717817268377,25.8079678593845
