"","alpha1","beta1","ccf_last1","gamma1_obs","gamma2_obs","gamma3_obs","gamma1","gamma2","gamma3","m","r","r1","u","MRCA","t1","t","t1_in_years","r_tp1","r_tp2","r_tp3","r1_tp1","r1_tp2","r1_tp3","t_BD"
"23",0.66,0.79,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.366620462335185,0.799073757037807,0.425902036621798,21.411761579186,10.0191088391997,31.5691295816143,31.4308704183857,0.38969356044926,0.384747038087406,0.395121715647341,0.799073757037807,0.799073757037807,0.799073757037807,31.5027871762077
"24",0.65,0.72,0.86,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.362660498532035,0.925211600030652,0.464684593421299,10.4358061655192,25.5708627577305,26.9933310767503,36.0066689232497,0.390152950890991,0.389233658057022,0.388921943352109,0.925211600030652,0.925211600030652,0.925211600030652,27.1777496615819
"25",0.65,0.72,0.81,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.500090946346709,0.926118944658802,0.506283226622236,10.3656498877747,25.6345477161413,26.999802396084,36.000197603916,0.500090946346709,0.500090946346709,0.500090946346709,0.926118944658802,0.926118944658802,0.926118944658802,27.1510248874412
"26",0.64,0.69,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.573008975732978,0.705733819235963,0.443364026066934,1.55611811188016,25.6470751770627,35.7968067110571,27.2031932889429,0.573008975732978,0.573008975732978,0.573008975732978,0.705733819235963,0.705733819235963,0.705733819235963,35.6389507709828
"27",0.64,0.76,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.909203721835502,0.869815026289321,0.590301984211032,22.5627329712396,11.5778780399865,28.8593889887739,34.1406110112261,0.909203721835502,0.909203721835502,0.909203721835502,0.869815026289321,0.869815026289321,0.869815026289321,28.8971838388341
"28",0.64,0.71,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.639520107297152,0.829729320330155,0.513534551320746,5.64359978781104,27.1700323493886,30.1863678628004,32.8136321371996,0.639520107297152,0.639520107297152,0.639520107297152,0.829729320330155,0.829729320330155,0.829729320330155,30.2980895999381
"29",0.63,0.67,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.476029523266761,0.796719835433718,0.445276547417089,18.2303866812499,13.3666662233453,31.4029470954048,31.5970529045952,0.476029523266761,0.476029523266761,0.476029523266761,0.796719835433718,0.796719835433718,0.796719835433718,31.537768692431
"30",0.62,0.73,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.468026392022623,0.89880551481221,0.481230351799516,17.4939564218829,17.7246523429877,27.7813912351294,35.2186087648706,0.468026392022623,0.468026392022623,0.468026392022623,0.89880551481221,0.89880551481221,0.89880551481221,27.9265720555134
"31",0.64,0.79,0.76,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.521103258985578,0.809359382899702,0.473794029328902,7.69169474830877,24.3243065083077,30.9839987433835,32.0160012566165,0.521103258985578,0.521103258985578,0.521103258985578,0.809359382899702,0.809359382899702,0.809359382899702,31.0631479859144
"32",0.62,0.76,0.85,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.353459814044868,0.931138033287726,0.467310744189749,24.9887682017344,11.1654095623028,26.8458222359628,36.1541777640372,0.391456248802829,0.386829561366017,0.389976880224998,0.931138033287726,0.931138033287726,0.931138033287726,26.9533869568544
"33",0.62,0.77,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.340263464947745,0.950704154715603,0.465077281131598,18.8177349747014,17.9632266750265,26.2190383502721,36.7809616497279,0.391456248802829,0.386165811920933,0.394375688672273,0.950704154715603,0.950704154715603,0.950704154715603,26.3966103280707
"34",0.67,0.71,0.77,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.709472115320609,0.88030825832624,0.553162186454799,22.5998490054301,12.0319823221864,28.3681686723835,34.6318313276166,0.709472115320609,0.709472115320609,0.709472115320609,0.88030825832624,0.88030825832624,0.88030825832624,28.6035768665467
"35",0.63,0.79,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.346738669172613,0.838354873108497,0.435552772611366,9.99024973639363,23.0364422517144,29.9733080118919,33.0266919881081,0.391033614142256,0.384747038087406,0.395121715647341,0.838354873108497,0.838354873108497,0.838354873108497,29.966548993342
"36",0.63,0.67,0.83,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.402990737621241,0.968800427127908,0.467426839825956,9.11382319586261,28.1627094675906,25.7234673365468,37.2765326634532,0.402990737621241,0.402990737621241,0.402990737621241,0.968800427127908,0.968800427127908,0.968800427127908,25.9181944188963
"37",0.69,0.69,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.569437155171144,0.738197034353157,0.457979204250826,9.22854967051152,19.4637379603487,34.3077123691398,28.6922876308602,0.569437155171144,0.569437155171144,0.569437155171144,0.738197034353157,0.738197034353157,0.738197034353157,34.1691835202185
"38",0.66,0.79,0.8,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.535716163131495,0.865807496224525,0.504992472667898,16.96465953542,17.0055540671988,29.0297863973812,33.9702136026188,0.535716163131495,0.535716163131495,0.535716163131495,0.865807496224525,0.865807496224525,0.865807496224525,29.066942988918
"39",0.62,0.71,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.510777799550676,0.888176557343925,0.491806353765923,16.738581030319,18.1139646678673,28.1474543018138,34.8525456981862,0.510777799550676,0.510777799550676,0.510777799550676,0.888176557343925,0.888176557343925,0.888176557343925,28.2619707326083
"40",0.6,0.7,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.376389433040015,0.917710703685504,0.440574623353906,12.8434589743219,22.9806721699286,27.1758688557495,35.8241311442505,0.39226913777886,0.390309654181273,0.395833030871116,0.917710703685504,0.917710703685504,0.917710703685504,27.3134840107255
"41",0.63,0.79,0.79,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.611696630456734,0.878030858212944,0.529909048767102,4.30061292967112,30.2156044840308,28.4837825862981,34.5162174137019,0.611696630456734,0.611696630456734,0.611696630456734,0.878030858212944,0.878030858212944,0.878030858212944,28.6079179852817
"42",0.7,0.71,0.75,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.668410790975648,0.853447963141909,0.531493461177847,23.0762699171651,10.573582154481,29.3501479283539,33.6498520716461,0.668410790975648,0.668410790975648,0.668410790975648,0.853447963141909,0.853447963141909,0.853447963141909,29.5582796783507
"43",0.62,0.77,0.78,17,19,22,57.6390505280839,66.5017024673838,67.0476959424202,0,0.797379581316966,0.893116082419245,0.580246401872804,22.5847419170609,12.3674618220225,28.0477962609166,34.9522037390834,0.797379581316966,0.797379581316966,0.797379581316966,0.893116082419245,0.893116082419245,0.893116082419245,28.1051101986006
