"","alpha1","beta1","gamma1_obs","gamma2_obs","gamma1","gamma2","m","r","r1","u","MRCA","t1","t","t1_in_years","r_tp1","r_tp2","r1_tp1","r1_tp2","t_BD"
"2584",0.36,0.43,1,4,5.25656619421988,31.5287765607893,0,0.960928574197696,1.28705412171166,0.208209651380679,1.91403760807693,14.5399348196573,18.5460275722658,16.4539724277342,0.960928574197696,0.960928574197696,1.28705412171166,1.28705412171166,18.5460275722658
"2585",0.35,0.54,1,4,5.25656619421988,31.5287765607893,0,0.705468509884996,1.57144835264211,0.193657002060392,13.511594384614,6.56824464994169,14.9201609654443,20.0798390345557,0.721341434154477,0.720958338637113,1.57144835264211,1.57144835264211,14.9201609654443
"2586",0.35,0.36,1,4,5.25656619421988,31.5287765607893,0,1.07240371751897,1.12093156585526,0.210898812101177,3.28415068860017,10.2404252648218,21.475424046578,13.524575953422,1.07240371751897,1.07240371751897,1.12093156585526,1.12093156585526,21.475424046578
"2587",0.34,0.41,1,4,5.25656619421988,31.5287765607893,0,0.965055815758154,1.2976434159902,0.208194712873243,2.93653396316621,13.7241723586734,18.3392936781604,16.6607063218396,0.965055815758154,0.965055815758154,1.2976434159902,1.2976434159902,18.3392936781604
"2588",0.47,0.55,1,4,5.25656619421988,31.5287765607893,0,0.907820120579155,1.26428123980606,0.207245088849721,1.90791143497692,13.9760695682745,19.1160189967485,15.8839810032515,0.907820120579155,0.907820120579155,1.26428123980606,1.26428123980606,19.1160189967485
"2589",0.34,0.48,1,4,5.25656619421988,31.5287765607893,0,0.824729454286711,1.47278668732752,0.200332908437753,7.24017086600323,11.7667360738212,15.9930930601755,19.0069069398245,0.824729454286711,0.824729454286711,1.47278668732752,1.47278668732752,15.9930930601755
"2590",0.4,0.63,1,4,5.25656619421988,31.5287765607893,0,0.552489869694626,1.59435867175626,0.207339033183542,3.18726304358345,17.0431942954673,14.7695426609493,20.2304573390507,0.719141854388785,0.715119682594075,1.59435867175626,1.59435867175626,14.7695426609493
"2591",0.29,0.6,1,4,5.25656619421988,31.5287765607893,0,0.45207456597296,1.89746251615407,0.214280323472642,9.99644235901265,12.9848483081984,12.0187093327889,22.9812906672111,0.723767721792446,0.717210364853923,1.89746251615407,1.89746251615407,12.0187093327889
"2592",0.42,0.38,1,4,5.25656619421988,31.5287765607893,0,1.16373211866857,0.978426748606728,0.209969602502785,0.960602443955006,9.04735396001031,24.9920435960347,10.0079564039653,1.16373211866857,1.16373211866857,0.978426748606728,0.978426748606728,24.9920435960347
"2593",0.38,0.44,1,4,5.25656619421988,31.5287765607893,0,0.976538708881223,1.2525233405499,0.20893102051557,7.9340696214799,7.92712037852176,19.1388099999983,15.8611900000017,0.976538708881223,0.976538708881223,1.2525233405499,1.2525233405499,19.1388099999983
"2594",0.25,0.6,1,4,5.25656619421988,31.5287765607893,0,0.391176525422965,2.06237363295215,0.219483616761942,10.416818230562,13.7086226518706,10.8745591175674,24.1254408824326,0.725273856348505,0.717210364853923,2.06237363295215,2.06237363295215,10.8745591175674
"2595",0.39,0.56,1,4,5.25656619421988,31.5287765607893,0,0.726648113386654,1.49161952989838,0.194293086058916,10.9346076757117,8.19979285726543,15.8655994670229,19.1344005329771,0.726648113386654,0.726648113386654,1.49161952989838,1.49161952989838,15.8655994670229
"2596",0.35,0.43,1,4,5.25656619421988,31.5287765607893,0,0.943701700268836,1.3183550961191,0.207391058630913,3.60407677330472,13.3445939096357,18.0513293170596,16.9486706829404,0.943701700268836,0.943701700268836,1.3183550961191,1.3183550961191,18.0513293170596
"2597",0.33,0.51,1,4,5.25656619421988,31.5287765607893,0,0.741994678914106,1.57331733728987,0.19341055127703,1.74858815696253,18.3880251457923,14.8633866972452,20.1366133027548,0.741994678914106,0.741994678914106,1.57331733728987,1.57331733728987,14.8633866972452
"2598",0.32,0.4,1,4,5.25656619421988,31.5287765607893,0,0.950560432610038,1.33756787068583,0.207363529922354,4.80439019148393,12.4905313593832,17.7050784491328,17.2949215508672,0.950560432610038,0.950560432610038,1.33756787068583,1.33756787068583,17.7050784491328
"2599",0.43,0.59,1,4,5.25656619421988,31.5287765607893,0,0.723542590191992,1.44111651168356,0.19548206603193,9.34953759679217,9.11239938733381,16.538063015874,18.461936984126,0.723542590191992,0.723542590191992,1.44111651168356,1.44111651168356,16.538063015874
"2600",0.37,0.48,1,4,5.25656619421988,31.5287765607893,0,0.876418360547704,1.37883403396301,0.204287601042711,3.81101780935141,13.9500937247877,17.2388884658609,17.7611115341391,0.876418360547704,0.876418360547704,1.37883403396301,1.37883403396301,17.2388884658609
"2601",0.35,0.47,1,4,5.25656619421988,31.5287765607893,0,0.862857973288362,1.41718563613742,0.203093731020422,15.0908300298126,3.21362427531851,16.6955456948689,18.3044543051311,0.862857973288362,0.862857973288362,1.41718563613742,1.41718563613742,16.6955456948689
"2602",0.31,0.4,1,4,5.25656619421988,31.5287765607893,0,0.93433954436431,1.37284420214648,0.206446694915644,13.86826171816,3.94044939007307,17.1912888917669,17.8087111082331,0.93433954436431,0.93433954436431,1.37284420214648,1.37284420214648,17.1912888917669
"2603",0.26,0.57,1,4,5.25656619421988,31.5287765607893,0,0.486447283102697,1.96180251346235,0.210757540325814,14.6866490978051,8.79006127025482,11.5232896319401,23.4767103680599,0.724904990716954,0.719149776534792,1.96180251346235,1.96180251346235,11.5232896319401
"2604",0.22,0.32,1,4,5.25656619421988,31.5287765607893,0,0.937184900877289,1.50595664638273,0.205174617442414,15.1715783338516,4.50726996547174,15.3211517006767,19.6788482993233,0.937184900877289,0.937184900877289,1.50595664638273,1.50595664638273,15.3211517006767
"2605",0.31,0.36,1,4,5.25656619421988,31.5287765607893,0,1.00604901229494,1.25577696252667,0.209480109716671,5.91452882372106,10.1619796211023,18.9234915551767,16.0765084448233,1.00604901229494,1.00604901229494,1.25577696252667,1.25577696252667,18.9234915551767
"2606",0.36,0.46,1,4,5.25656619421988,31.5287765607893,0,0.900853883897387,1.36198887815114,0.205448099142932,3.57778983074097,13.9730354380579,17.4491747312011,17.5508252687989,0.900853883897387,0.900853883897387,1.36198887815114,1.36198887815114,17.4491747312011
"2607",0.25,0.53,1,4,5.25656619421988,31.5287765607893,0,0.570363356085319,1.92453735665217,0.202819367760717,0.945176289955558,22.3018710640878,11.7529526459566,23.2470473540434,0.725273856348505,0.721535067122523,1.92453735665217,1.92453735665217,11.7529526459566
"2608",0.3,0.4,1,4,5.25656619421988,31.5287765607893,0,0.918352058306424,1.40927733861646,0.205436870266417,4.35426658799137,13.9580816946688,16.6876517173398,18.3123482826602,0.918352058306424,0.918352058306424,1.40927733861646,1.40927733861646,16.6876517173398
"2609",0.24,0.59,1,4,5.25656619421988,31.5287765607893,0,0.403895843023356,2.08905682873424,0.218215444560343,7.71224170020263,16.5893933486942,10.6983649511032,24.3016350488968,0.725637836198739,0.717872542719044,2.08905682873424,2.08905682873424,10.6983649511032
"2610",0.32,0.6,1,4,5.25656619421988,31.5287765607893,0,0.500043645823191,1.78808465747268,0.210468914363576,16.2855315075899,5.8204896466402,12.8939788457699,22.1060211542301,0.722581347187741,0.717210364853923,1.78808465747268,1.78808465747268,12.8939788457699
"2611",0.27,0.45,1,4,5.25656619421988,31.5287765607893,0,0.775045862652356,1.65721461785448,0.194166311367193,2.30811157589207,18.7724263232746,13.9194621008333,21.0805378991667,0.775045862652356,0.775045862652356,1.65721461785448,1.65721461785448,13.9194621008333
"2612",0.26,0.59,1,4,5.25656619421988,31.5287765607893,0,0.433527228670199,2.00012048687475,0.215632884774311,4.09336239455631,19.6307386142328,11.2758989912109,23.7241010087891,0.724904990716954,0.717872542719044,2.00012048687475,2.00012048687475,11.2758989912109
"2613",0.32,0.52,1,4,5.25656619421988,31.5287765607893,0,0.702623153372028,1.62908372009415,0.192973713629034,2.59301079960365,18.1188732713333,14.2881159290631,20.7118840709369,0.722581347187741,0.722099653048987,1.62908372009415,1.62908372009415,14.2881159290631
"2614",0.35,0.48,1,4,5.25656619421988,31.5287765607893,0,0.841693312209812,1.44057831302391,0.201742287990019,3.83651955641523,14.7616149484877,16.4018654950971,18.5981345049029,0.841693312209812,0.841693312209812,1.44057831302391,1.44057831302391,16.4018654950971
"2615",0.31,0.43,1,4,5.25656619421988,31.5287765607893,0,0.87734699504481,1.4532004927905,0.20316242630794,2.02259382472871,16.8135897197821,16.1638164554892,18.8361835445108,0.87734699504481,0.87734699504481,1.4532004927905,1.4532004927905,16.1638164554892
"2616",0.45,0.5,1,4,5.25656619421988,31.5287765607893,0,0.983730391665241,1.20669783106763,0.20954195518946,4.43747423082498,10.5039995993244,20.0585261698506,14.9414738301494,0.983730391665241,0.983730391665241,1.20669783106763,1.20669783106763,20.0585261698507
"2617",0.3,0.56,1,4,5.25656619421988,31.5287765607893,0,0.573735471302152,1.7831353793067,0.203680804192595,2.13867743363121,19.9638908905118,12.897431675857,22.102568324143,0.723377926931442,0.719766282789142,1.7831353793067,1.7831353793067,12.897431675857
"2618",0.28,0.52,1,4,5.25656619421988,31.5287765607893,0,0.639113804660969,1.7774519341214,0.19736596859286,13.7622124930978,8.33348703023699,12.9043004766652,22.0956995233348,0.724152064798072,0.722099653048987,1.7774519341214,1.7774519341214,12.9043004766652
"2619",0.32,0.63,1,4,5.25656619421988,31.5287765607893,0,0.413419710856837,1.84229595099427,0.217916024643687,13.5120930494476,9.01424763566258,12.4736593148898,22.5263406851102,0.722581347187741,0.715119682594075,1.84229595099427,1.84229595099427,12.4736593148898
"2620",0.3,0.36,1,4,5.25656619421988,31.5287765607893,0,0.990061526237061,1.29221009899666,0.208849848159429,1.44984824592283,15.2247626540932,18.325389099984,16.674610900016,0.990061526237061,0.990061526237061,1.29221009899666,1.29221009899666,18.325389099984
"2621",0.35,0.39,1,4,5.25656619421988,31.5287765607893,0,1.01906014064524,1.20986790771475,0.210027079740058,2.56584080474232,12.6395526633864,19.7946065318712,15.2053934681288,1.01906014064524,1.01906014064524,1.20986790771475,1.20986790771475,19.7946065318712
"2622",0.24,0.38,1,4,5.25656619421988,31.5287765607893,0,0.863409530068673,1.60022206853497,0.200514895159219,7.78085818276649,12.8280312789608,14.3911105382727,20.6088894617273,0.863409530068673,0.863409530068673,1.60022206853497,1.60022206853497,14.3911105382727
"2623",0.28,0.45,1,4,5.25656619421988,31.5287765607893,0,0.790371776132729,1.61680612433128,0.195854177502758,10.57397669802,10.1014415430386,14.3245817589413,20.6754182410587,0.790371776132729,0.790371776132729,1.61680612433128,1.61680612433128,14.3245817589413
"2624",0.3,0.7,1,4,5.25656619421988,31.5287765607893,0,0.14818852435093,2.03107265854471,0.241019077179125,18.0108226919023,5.83584224154118,11.1533350665565,23.8466649334435,0.723377926931442,0.709495640465299,2.03107265854471,2.03107265854471,11.1533350665565
"2625",0.32,0.67,1,4,5.25656619421988,31.5287765607893,0,0.286297098437125,1.91069360988253,0.228788768532885,11.6605208763166,11.3621012826303,11.9773778410531,23.0226221589469,0.722581347187741,0.712051558400518,1.91069360988253,1.91069360988253,11.9773778410531
"2626",0.29,0.58,1,4,5.25656619421988,31.5287765607893,0,0.506285859494548,1.85979412540332,0.209454150175571,11.2885849639558,11.4211248353991,12.290290200645,22.709709799355,0.723767721792446,0.718518762927654,1.85979412540332,1.85979412540332,12.290290200645
"2627",0.37,0.62,1,4,5.25656619421988,31.5287765607893,0,0.527909961819875,1.66320444967101,0.208862208689065,11.2042667825731,9.74196415060475,14.0537690668221,20.9462309331779,0.720482611854282,0.71583484073519,1.66320444967101,1.66320444967101,14.0537690668221
"2628",0.26,0.51,1,4,5.25656619421988,31.5287765607893,0,0.631580819121657,1.83821847445098,0.197472851247511,0.0517927130195623,22.5567529010573,12.3914543859231,22.6085456140769,0.724904990716954,0.722652597194944,1.83821847445098,1.83821847445098,12.3914543859231
"2629",0.24,0.44,1,4,5.25656619421988,31.5287765607893,0,0.750317647502069,1.76311481763706,0.190700480625139,13.0031386219005,9.06375485280903,12.9331065252905,22.0668934747095,0.750317647502069,0.750317647502069,1.76311481763706,1.76311481763706,12.9331065252905
"2630",0.29,0.55,1,4,5.25656619421988,31.5287765607893,0,0.582944605591166,1.80078320838783,0.202637072108353,10.3143720473694,11.9470403300539,12.7385876225767,22.2614123774233,0.723767721792446,0.720368933790806,1.80078320838783,1.80078320838783,12.7385876225767
"2631",0.32,0.5,1,4,5.25656619421988,31.5287765607893,0,0.747980925061201,1.58550514992384,0.193572772583545,0.0218765596071933,20.2590849910302,14.7190384493626,20.2809615506374,0.747980925061201,0.747980925061201,1.58550514992384,1.58550514992384,14.7190384493626
"2632",0.4,0.56,1,4,5.25656619421988,31.5287765607893,0,0.745014004443561,1.46348863213806,0.196151859767386,1.51672669883455,17.2686903837976,16.2145829173679,18.7854170826321,0.745014004443561,0.745014004443561,1.46348863213806,1.46348863213806,16.2145829173679
"2633",0.32,0.45,1,4,5.25656619421988,31.5287765607893,0,0.853881124843782,1.46843791030404,0.201847243545994,9.21031322949243,9.78639881290008,16.0032879576075,18.9967120423925,0.853881124843782,0.853881124843782,1.46843791030404,1.46843791030404,16.0032879576075
"2634",0.4,0.53,1,4,5.25656619421988,31.5287765607893,0,0.818300635323329,1.40231110193469,0.201415626392968,4.56044766973675,13.4569480361417,16.9826042941216,18.0173957058784,0.818300635323329,0.818300635323329,1.40231110193469,1.40231110193469,16.9826042941216
"2635",0.34,0.39,1,4,5.25656619421988,31.5287765607893,0,1.00209628272214,1.24207628201836,0.209513393913528,9.75183744549432,6.0262336301407,19.221928924365,15.778071075635,1.00209628272214,1.00209628272214,1.24207628201836,1.24207628201836,19.221928924365
"2636",0.31,0.52,1,4,5.25656619421988,31.5287765607893,0,0.686402265126306,1.6643600515548,0.194074480333295,6.73407710333306,14.3291823277372,13.9367405689297,21.0632594310703,0.722982523319128,0.722099653048987,1.6643600515548,1.6643600515548,13.9367405689297
"2637",0.25,0.34,1,4,5.25656619421988,31.5287765607893,0,0.947593511992399,1.43128025783444,0.206292820265063,4.47352893246089,14.2441087154414,16.2823623520977,18.7176376479023,0.947593511992399,0.947593511992399,1.43128025783444,1.43128025783444,16.2823623520977
