r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,tau1_hat,tau2_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1,alpha2,beta1,beta2,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.024908,0.040034,0.048071,1.044621,177.965349,260.639044,171.189088,53.358010,150.000000,178.000000,212.000000,294.000000,3916.000000,0.033214,0.000456,0.044414,0.000716,28512.000000,47485.000000,45342.000000,2109.000000,34.000000,27552.000000,947.000000,13.000000
0.024207,0.035720,0.044676,0.944946,139.209715,163.870681,244.116844,188.567308,151.000000,168.000000,158.000000,176.000000,3303.000000,0.128648,0.095745,0.149719,0.133285,47595.000000,83550.000000,59905.000000,12509.000000,11136.000000,36915.000000,6123.000000,4557.000000
0.024613,0.036033,0.043798,0.940959,178.420047,170.587667,234.325144,184.474775,173.000000,177.000000,194.000000,182.000000,2723.000000,0.357726,0.248652,0.372087,0.302089,12982.000000,25658.000000,8360.000000,9547.000000,7751.000000,5110.000000,4644.000000,3228.000000
0.024872,0.032518,0.042175,0.904732,204.676949,196.244085,226.647833,164.255661,166.000000,174.000000,213.000000,199.000000,3379.000000,0.034847,0.022383,0.040005,0.031171,45570.000000,76065.000000,70651.000000,3043.000000,2371.000000,42962.000000,1588.000000,1020.000000
0.026157,0.038816,0.035159,0.868633,198.728285,237.493219,164.279896,196.212682,167.000000,193.000000,195.000000,231.000000,2890.000000,0.094885,0.159916,0.115426,0.180816,6197.000000,11072.000000,7792.000000,1278.000000,2002.000000,4618.000000,588.000000,991.000000
0.025378,0.033224,0.020098,1.132059,118.302933,150.762096,219.472802,226.589129,148.000000,177.000000,168.000000,227.000000,4200.000000,0.034373,0.002224,0.039988,0.001990,42708.000000,71346.000000,68351.000000,2853.000000,142.000000,41145.000000,1468.000000,95.000000
0.024415,0.035617,0.059785,0.800570,169.282745,226.849876,235.627698,74.310255,141.000000,167.000000,158.000000,195.000000,3017.000000,0.077111,0.001485,0.094500,0.002951,57229.000000,95206.000000,85928.000000,8997.000000,281.000000,52731.000000,4413.000000,85.000000
0.027181,0.034825,0.047545,0.954603,140.989390,179.050562,241.254256,150.348292,156.000000,174.000000,162.000000,191.000000,2676.000000,0.523072,0.149348,0.524740,0.193227,8517.000000,17037.000000,4805.000000,8940.000000,3292.000000,2790.000000,4455.000000,1272.000000
0.024406,0.039300,0.043521,0.997242,164.077371,190.611701,132.833932,181.798730,150.000000,193.000000,189.000000,213.000000,2899.000000,0.030942,0.456598,0.034069,0.547034,5979.000000,11917.000000,4992.000000,406.000000,6519.000000,3064.000000,185.000000,2730.000000
0.024443,0.036748,0.069315,0.980356,141.093598,302.804856,180.971824,33.219281,135.000000,164.000000,165.000000,311.000000,3786.000000,0.014271,0.000185,0.018176,0.000451,54166.000000,88690.000000,87038.000000,1612.000000,40.000000,53383.000000,773.000000,10.000000
0.021875,0.041455,0.050313,0.994762,133.704030,187.209311,163.522873,134.158237,140.000000,168.000000,157.000000,206.000000,2528.000000,0.357317,0.347154,0.367787,0.426589,2460.000000,5476.000000,1126.000000,2014.000000,2336.000000,727.000000,879.000000,854.000000
0.024243,0.035272,0.045026,0.982818,155.813174,161.954980,193.785842,174.372177,137.000000,165.000000,181.000000,181.000000,3625.000000,0.026429,0.073008,0.031559,0.105956,35188.000000,59666.000000,51461.000000,1883.000000,6322.000000,31689.000000,930.000000,2569.000000
0.024522,0.042858,0.047457,1.068243,134.870938,233.551797,146.494891,134.547661,147.000000,184.000000,169.000000,272.000000,4081.000000,0.009549,0.010624,0.013637,0.016633,55819.000000,92104.000000,89316.000000,1256.000000,1532.000000,54693.000000,533.000000,593.000000
0.025614,0.048005,0.045081,1.067639,193.660654,172.640173,87.589245,157.181025,153.000000,183.000000,229.000000,208.000000,3916.000000,0.000920,0.016415,0.001428,0.024029,72798.000000,122520.000000,119401.000000,175.000000,2944.000000,71536.000000,67.000000,1195.000000
0.021889,0.031975,0.043363,0.849319,154.757253,219.485926,227.351211,186.758777,151.000000,181.000000,158.000000,206.000000,2852.000000,0.125711,0.287928,0.130065,0.374092,11423.000000,20928.000000,10377.000000,2722.000000,7829.000000,6698.000000,1436.000000,3289.000000
0.025206,0.041139,0.046370,0.846392,176.544589,237.179639,145.701204,167.525145,165.000000,191.000000,170.000000,219.000000,3111.000000,0.005434,0.032037,0.007335,0.048011,73789.000000,124472.000000,117583.000000,913.000000,5976.000000,71024.000000,401.000000,2364.000000
0.025067,0.037031,0.040849,0.903397,160.067098,184.730155,174.825028,174.448329,151.000000,177.000000,169.000000,189.000000,3393.000000,0.006332,0.012156,0.007994,0.016564,102338.000000,170004.000000,165829.000000,1359.000000,2816.000000,100446.000000,648.000000,1244.000000
